"Author","Year","Accession","Replicate","Quantitation","Species","File","Time"
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F61.raw",105.0144
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F62.raw",104.9925
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F63.raw",105.0048
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F64.raw",105.0224
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F65.raw",105.0059
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F66.raw",105.0141
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F67.raw",105.0017
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F68.raw",104.9902
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F69.raw",104.9968
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F70.raw",105.0304
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F71.raw",105.0217
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F72.raw",105.0214
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F73.raw",105.0024
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F74.raw",105.0261
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F75.raw",105.0328
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F76.raw",105.0384
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F77.raw",104.9896
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F78.raw",105.0001
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F79.raw",104.995
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F80.raw",105.0383
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F81.raw",105.006
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F82.raw",105.0132
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F83.raw",105.0126
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F84.raw",104.995
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F85.raw",105.0368
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F86.raw",105.0098
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F87.raw",105.0019
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F88.raw",104.9917
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F89.raw",104.9994
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F90.raw",105.0158
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F91.raw",104.9986
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F92.raw",105.0087
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F93.raw",105.009
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F94.raw",105.0225
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F95.raw",105.0215
"Wan",2015,"PXD002322","Hs_HCW_4","Spectral counts","Homo sapiens","2012_06_29_KINASE_HEK_F96.raw",105.0283
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F03.raw",105.0294
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F04.raw",105.0192
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F05.raw",105.0368
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F06.raw",105.0208
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F07.raw",104.9937
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F08.raw",105.0241
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F09.raw",105.0053
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F10.raw",105.012
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F11.raw",105.0165
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F12.raw",105.0378
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F13.raw",105.0276
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F14.raw",105.0167
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F15.raw",105.0222
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F16.raw",105.0026
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F17.raw",104.9977
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F18.raw",105.0169
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F19.raw",105.003
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F20.raw",104.9927
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F21.raw",105.0328
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F22.raw",105.0115
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F23.raw",105.0317
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F24.raw",104.9982
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F25.raw",104.9959
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F26.raw",105.0363
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F27.raw",105.0001
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F28.raw",105.017
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F29.raw",105.0221
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F30.raw",105.0001
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F31.raw",105.0028
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F32.raw",105.034
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F33.raw",105.0064
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_OPIOID_F34.raw",105.0251
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F35.raw",105.0109
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F36.raw",105.0185
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F37.raw",104.9974
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F38.raw",105.0372
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F39.raw",105.0145
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F40.raw",105.0219
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F41.raw",105.0088
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F42.raw",105.0069
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F43.raw",104.9925
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F44.raw",105.0241
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F45.raw",105.0196
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F46.raw",105.0241
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F47.raw",105.0074
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F48.raw",104.9921
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F49.raw",105.0345
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F50.raw",105.0173
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F51.raw",104.9942
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F52.raw",104.9949
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F53.raw",105.0266
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F54.raw",105.0279
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F55.raw",105.0222
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F56.raw",105.0161
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F57.raw",105.0125
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F58.raw",105.0348
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F59.raw",105.0381
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F60.raw",105.0162
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F61.raw",105.0124
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F62.raw",105.0368
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F63.raw",105.0243
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F64.raw",105.0199
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F65.raw",105.0056
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F66.raw",105.0298
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F67.raw",104.9937
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F68.raw",105.0363
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F69.raw",105.012
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F70.raw",105.0326
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F71.raw",105.0168
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F72.raw",105.0069
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F73.raw",105.0311
"Wan",2015,"PXD002322","Hs_HCW_5","Spectral counts","Homo sapiens","HEK_opioid_F74.raw",105.0204
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A01.raw",60.0339
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A02.raw",60.0117
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A03.raw",60.0024
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A04.raw",60.007
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A05.raw",60.0109
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A06.raw",60.0031
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A07.raw",60.0306
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A08.raw",60.0321
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A09.raw",60.0308
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A10.raw",59.9932
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A11.raw",60.0083
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1A12.raw",60.0323
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B01.raw",59.9955
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B02.raw",59.9918
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B03.raw",60.0043
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B04.raw",60.0147
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B05.raw",60.0256
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B06.raw",60.0147
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B07.raw",60.0244
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B08.raw",59.9922
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B09.raw",60.0304
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B10.raw",60.0223
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B11.raw",60.0217
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1B12.raw",60.0024
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C01.raw",59.9916
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C02.raw",60.0005
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C03.raw",60.0034
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C04.raw",60.0178
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C05.raw",60.0116
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C06.raw",60.0175
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C07.raw",60.0325
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C08.raw",60.0316
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C09.raw",60.0005
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C10.raw",60.0129
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C11.raw",60.0198
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1C12.raw",59.9956
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D01.raw",60.0148
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D02.raw",60.0326
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D03.raw",60.0202
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D04.raw",60.0084
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D05.raw",59.9991
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D06.raw",60.0126
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D07.raw",60.0265
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D08.raw",60.0089
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D09.raw",60.0011
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D10.raw",60.0171
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D11.raw",59.9942
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1D12.raw",60.0039
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E01.raw",59.9946
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E02.raw",59.9994
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E03.raw",60.0087
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E04.raw",60.025
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E05.raw",60.0071
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E06.raw",60.033
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E07.raw",60.0027
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E08.raw",60.0277
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E09.raw",60.0176
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E10.raw",60.0264
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E11.raw",59.994
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1E12.raw",60.0035
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F01.raw",60.0157
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F02.raw",59.9918
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F03.raw",59.9966
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F04.raw",60.0284
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F05.raw",59.9931
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F06.raw",60.0204
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F07.raw",60.001
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F08.raw",59.9985
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F09.raw",60.0321
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F10.raw",60.011
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F11.raw",60.0216
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1F12.raw",60.0186
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G01.raw",60.0023
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G02.raw",60.015
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G03.raw",60.0117
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G04.raw",60.0257
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G05.raw",60.0133
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G06.raw",59.9915
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G07.raw",60.0109
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G11.raw",60.0015
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1G12.raw",59.9982
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H01.raw",59.9927
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H02.raw",60.006
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H03.raw",59.994
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H04.raw",59.9973
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H05.raw",60.0033
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H06.raw",59.9972
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H07.raw",60.0109
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H08.raw",59.9907
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H09.raw",59.9959
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H10.raw",60.0013
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H11.raw",60.0225
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P1H12.raw",59.9958
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P2A01.raw",60.0076
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P2A02.raw",60.0104
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P2A03.raw",60.0187
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P2A04.raw",59.996
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P2A05.raw",60.0026
"Wan",2015,"PXD002322","Hs_HCW_8","Spectral counts","Homo sapiens","WAN100329_OT2_HS3NE_HCW_P2A06.raw",59.9984
